id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
11038,2011/11/22,"However, real disposable income declined in the third quarter, as increases in consumer prices more than offset small gains in nominal income.",negative,neutral,neutral,,negative
11039,2011/11/22,"Closed-end residential mortgage loans held by banks also increased amid the modest pickup in refinancing activity, while CRE loans contracted.",neutral,neutral,neutral,,positive
11040,2011/11/22,It was also noted that the extended period of highly accommodative monetary policy could eventually lead to a buildup of financial imbalances.,negative,neutral,neutral,,negative
11041,2012/2/15,Any swap drawing proposed by a foreign bank exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.3.,neutral,neutral,neutral,,neutral
11042,2012/2/15,"Average hourly earnings for all employees posted a moderate gain in December, and their rate of increase from 12 months earlier remained slow.",neutral,neutral,neutral,,negative
11043,2012/5/16,"Overall U.S. consumer prices, as measured by the PCE price index, rose at a somewhat faster rate in February than in the preceding six months.",neutral,neutral,neutral,,positive
11044,2012/5/16,"Against the background of these increased stresses within the euro area, foreign equity indexes declined and corporate credit spreads widened.",negative,neutral,neutral,,negative
11045,2012/7/11,Anecdotal evidence from business contacts indicated that activity in the energy and agriculture sectors continued to advance in recent months.,positive,neutral,neutral,,positive
11046,2012/7/11,"Inflation has declined, mainly reflecting lower prices of crude oil and gasoline, and longer-term inflation expectations have remained stable.",neutral,neutral,positive,,positive
11047,2012/10/4,"In addition, numerical thresholds could be confused with the Committee's longer-term objectives, and so undermine the Committee's credibility.",neutral,neutral,neutral,,negative
11048,2013/1/3,"In their discussion of the household sector, many participants noted a recent drop in consumer sentiment and a softening in consumer spending.",negative,neutral,neutral,,negative
11049,2013/2/20,Any swap drawing proposed by a foreign bank exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.3.,neutral,neutral,neutral,,neutral
11050,2013/2/20,Manufacturing production increased briskly in November and December after declining in October when activity was disrupted by Hurricane Sandy.,positive,neutral,neutral,,positive
11051,2013/7/10,"Starts of new single-family homes declined, on net, in April and May, but permits rose, suggesting gains in construction in the coming months.",neutral,neutral,neutral,,positive
11052,2013/7/10,"Growth in total bank credit moderated in April and May compared with the first quarter, as core loans slowed and securities declined slightly.",negative,neutral,neutral,,negative
11053,2013/8/21,"Conditions in the labor market improved further as private payrolls rose at a solid pace in June, but the unemployment rate remained elevated.",neutral,positive,neutral,,negative
11054,2013/10/9,"Moreover, maintaining the pace of purchases could be perceived as a sign that the FOMC had turned more pessimistic about the economic outlook.",neutral,neutral,neutral,,negative
11055,2013/11/20,"Gross issuance of nonfinancial corporate bonds and commercial paper, which had been particularly strong in September, slowed a bit in October.",neutral,neutral,neutral,,neutral
11056,2013/11/20,Yields on 20-year general obligation municipal bonds decreased about in line with other longer-term market rates over the intermeeting period.,neutral,neutral,neutral,,neutral
11057,2014/1/8,"Inflation slowed recently in many advanced foreign economies, partly as a result of a deceleration in prices for energy and other commodities.",neutral,neutral,positive,,neutral
11058,2014/2/19,The unemployment rate had declined but remained elevated when judged against members' estimates of the longer-run normal rate of unemployment.,neutral,neutral,neutral,,negative
11059,2015/1/7,"Household spending was rising moderately and business fixed investment was advancing, while the recovery in the housing sector remained slow.",positive,neutral,neutral,,neutral
11060,2015/2/18,"Starts of new single-family homes increased in December to their highest level since 2008, and permits for new construction also moved higher.",positive,neutral,neutral,,positive
11061,2015/4/8,"The purchasing power of households' income continued to be supported by low energy prices, and real disposable income rose briskly in January.",positive,neutral,positive,,positive
11062,2015/10/8,"Regarding the most likely meeting date for the first rate increase, survey respondents were about evenly split between September and December.",neutral,neutral,neutral,,neutral
11063,2015/10/8,Such considerations also argued for increasing the target range for the federal funds rate gradually after policy normalization was under way.,neutral,neutral,neutral,,neutral
11064,2015/10/8,Market-based measures of inflation compensation moved lower; survey-based measures of longer-term inflation expectations have remained stable.,neutral,neutral,positive,,positive
11065,2015/11/18,Real private expenditures for business equipment and intellectual property products appeared to increase at a solid pace in the third quarter.,positive,neutral,neutral,,positive
11066,2016/1/6,"Nonetheless, underwriting standards continued to be relatively loose, and financing conditions appeared to remain quite accommodative overall.",positive,neutral,neutral,,positive
11067,2016/1/6,Market-based measures of inflation compensation remained low; some survey-based measures of longer-term inflation expectations had edged down.,neutral,neutral,positive,,negative
